Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
4fd29f09-2104-76af-172f-868fd8fb9574,2011-08-06,2013-12-02,999-43-4153,,,,Dante562,Donte636,Haag279,,,,white,nonhispanic,M,Norwood  Massachusetts  US,339 Heathcote Parade,Brockton,Massachusetts,Plymouth County,25023,02302,42.09735876831133,-71.08980475048347,257.72,34336.30,15084
c55b4404-8ccb-ce88-7ee4-2d2abddf1eb3,2000-05-31,,999-43-6015,S99984003,X49290045X,Ms.,Candie120,,Goldner995,,,,white,nonhispanic,F,Boston  Massachusetts  US,751 Yundt Light Unit 9,Revere,Massachusetts,Suffolk County,25025,02151,42.46405036142385,-71.01864872440501,162456.96,796445.56,999
6ee1539d-26d1-99f9-e47d-d06a12554db0,1995-06-02,,999-48-3627,S99962668,X57873375X,Mrs.,Fay398,Mamie949,Lebsack687,,Thompson596,M,white,nonhispanic,F,Nantucket  Massachusetts  US,605 Farrell Skyway,Malden,Massachusetts,Middlesex County,25017,02155,42.404288497297905,-71.03530803974336,133263.09,236812.68,69211
276d17bb-e621-57bd-b1d4-06450503ef3a,2016-11-11,,999-67-8140,,,,Van763,Rory188,Nikolaus26,,,,white,nonhispanic,M,Stoneham  Massachusetts  US,374 Greenfelder Route,Northborough,Massachusetts,Worcester County,25027,01532,42.309740057960795,-71.6667535497866,52420.43,33110.52,129776
ea89edcd-f856-5c2e-d397-32295502119e,2025-03-28,,999-28-6730,,,,Royal919,Warren653,Huel628,,,,white,nonhispanic,M,Dennis  Massachusetts  US,470 Crist Vale Suite 47,Wareham,Massachusetts,Plymouth County,,00000,41.740952577997774,-70.66321913343968,4501.35,3.15,61898
53027cb7-f8f3-6a28-ac3f-b880e6843efc,2018-10-12,,999-34-4918,,,,Regina408,,Bailey598,,,,white,nonhispanic,F,Sandwich  Massachusetts  US,198 Skiles Haven Suite 25,Wakefield,Massachusetts,Middlesex County,25017,01880,42.517089809577065,-71.05249928143411,1150.00,17997.94,2954
85735886-6f3a-6d02-4780-f1ce6a95ad85,1949-11-10,1996-01-26,999-24-2114,S99912447,X74052632X,Mr.,Miguel815,Manuel446,Villareal516,,,M,white,hispanic,M,Ponce  Puerto Rico  PR,986 Bernier Trailer,Lawrence,Massachusetts,Essex County,25009,01841,42.67417901777091,-71.15388965569323,145778.53,36241.71,51418
1071052d-cb4c-9255-c80c-ed5b81b3b846,1999-02-09,,999-19-5175,S99953447,X80871776X,Ms.,Ferne426,Maximina916,Sawayn19,,,,white,nonhispanic,F,Taunton  Massachusetts  US,632 Osinski Bay,Beverly,Massachusetts,Essex County,25009,01915,42.5834006220042,-70.91097580895813,92442.83,30632.15,27693
8d11b7df-d015-52bf-e489-24a4c9dcc889,1985-03-23,,999-81-9833,S99931579,X44449694X,Mrs.,Leigh689,Erin498,Legros616,,Lubowitz58,M,white,nonhispanic,F,Ipswich  Massachusetts  US,256 Hane Club Suite 20,Ashburnham,Massachusetts,Worcester County,,00000,42.648921824231344,-71.94868474296605,370651.64,400629.06,74963
05ddde18-5f46-5d08-6cc2-832a16b329ea,2011-08-06,,999-65-6150,,,,Roberto515,Neville893,Bayer639,,,,white,nonhispanic,M,Taunton  Massachusetts  US,380 Batz Track Unit 1,Brockton,Massachusetts,Plymouth County,25023,02351,42.09379897027448,-71.03398905123032,2945.60,49618.02,15084
adc61e95-07ff-8fca-af9c-4d22cb0880f9,1976-06-01,,999-76-6105,S99979848,X69280716X,Mrs.,Sonia106,Eula461,Kuhlman484,,Sawayn19,M,white,nonhispanic,F,Concord  Massachusetts  US,614 Davis Parade,Norfolk,Massachusetts,Norfolk County,,00000,42.11115872493099,-71.28718448418239,202635.28,606852.46,618108
fce11291-8588-3148-d26c-f16bb2221f16,2014-05-19,,999-19-1295,,,,Quincy153,Moses679,Kessler503,,,,white,nonhispanic,M,Boston  Massachusetts  US,281 Beahan Manor,Sterling,Massachusetts,Worcester County,,00000,42.42400700058792,-71.74755592262794,17842.06,14886.83,100898
277c496f-fbcd-38e2-c2d7-1b1b3e88217a,1977-08-25,,999-79-6324,S99910684,X55434474X,Mrs.,Kristy290,,Weber641,,Kling921,M,white,nonhispanic,F,Arlington  Massachusetts  US,553 Rolfson Ranch Unit 90,Westfield,Massachusetts,Hampden County,25013,01085,42.16979948524552,-72.7613535144397,323399.26,419065.90,44370
235084d9-7c31-483c-5d07-7e96c85aadaa,1975-03-30,,999-52-9211,S99982160,X32165160X,Mr.,Simon598,Shelby741,Wisoky380,,,M,white,nonhispanic,M,Boston  Massachusetts  US,976 Nader Annex Unit 2,Salem,Massachusetts,Essex County,25009,01970,42.51930863375115,-70.8957441859207,440480.38,359483.38,53450
fa45fa8e-a03d-bf74-e752-34566611ddd1,1971-03-01,,999-39-5551,S99958339,X77753409X,Mr.,Lou594,Hipolito984,Heller342,,,S,white,nonhispanic,M,Paris  Ile-de-France  FR,600 Haley Loaf,Uxbridge,Massachusetts,Worcester County,,00000,42.02962689436632,-71.67489818817081,150768.52,11885.11,67093
c7ea47f8-4a70-95af-2934-2fdbdcdbdc52,1981-06-26,,999-24-1497,S99952847,X88524629X,Mrs.,Keila316,Celesta195,Heaney114,,Mraz590,M,white,nonhispanic,F,Boston  Massachusetts  US,814 Baumbach Glen Suite 10,Melrose,Massachusetts,Middlesex County,25017,02176,42.41103280671675,-71.04957034929224,291607.65,88352.13,84391
7065c955-82d3-c872-7684-32dfc9f1663b,1973-10-30,,999-38-6692,S99926487,X27589694X,Mr.,Richard937,Clay913,Pfeffer420,,,M,white,nonhispanic,M,Wrentham  Massachusetts  US,317 Wilderman Spur Apt 1,Weymouth,Massachusetts,Norfolk County,25021,02188,42.151517815011765,-70.99463029575143,18670.09,242957.99,10310
37e516b4-07f7-a788-99e2-bf8da62cbfbc,1965-11-22,,999-96-4180,S99946904,X16374751X,Mr.,Dwain139,Saul605,Kertzmann286,,,S,white,nonhispanic,M,Raynham  Massachusetts  US,105 Watsica Harbor Suite 75,Braintree,Massachusetts,Norfolk County,25021,02184,42.191997089760555,-70.99860956110368,177320.75,0.00,42065
db4b7c33-6d88-447f-6265-b5a5d37907c4,1972-05-14,,999-45-7716,S99975304,X35000791X,Ms.,Vanesa40,Ariane992,Kulas532,,,S,white,nonhispanic,F,West Newbury  Massachusetts  US,543 Dickinson Row Apt 56,Lowell,Massachusetts,Middlesex County,25017,01852,42.651063684265985,-71.34805923905328,225569.83,310882.77,31012
0ea00c91-2e26-ad0a-fb76-21762f790466,2004-07-02,,999-30-8996,S99999772,X1175789X,Ms.,Karol905,Ira784,Willms744,,,,white,nonhispanic,F,Grafton  Massachusetts  US,231 Bins Corner Suite 65,North Scituate,Massachusetts,Plymouth County,25023,02060,42.174953615541675,-70.76540188510748,63186.25,3310.81,44689
64c9261a-9101-d2f0-232c-113e55d06b61,2004-03-25,,999-68-8992,S99994025,X46401607X,Mr.,Berry486,Lonnie913,Cormier289,,,,white,nonhispanic,M,Natick  Massachusetts  US,507 Satterfield Fork Suite 54,Lynn,Massachusetts,Essex County,25009,01940,42.4549829705462,-70.96988901222866,93759.06,0.00,43467
e95db3f7-1c22-a84f-51b8-aa50317efa4b,1981-10-28,,999-64-6733,S99998759,X11472847X,Mrs.,Fredericka800,,Kub800,,Hyatt152,M,white,nonhispanic,F,Greenfield  Massachusetts  US,272 Beatty Promenade Unit 72,Attleboro,Massachusetts,Bristol County,25005,02703,41.949059854262806,-71.31374515486914,247344.97,564090.98,527623
63c237af-57bf-2524-fb8f-32438a8e918e,1998-05-21,,999-63-1968,S99996018,X31745318X,Ms.,Josephine273,Fonda178,Schultz619,,,,white,nonhispanic,F,Stockbridge  Massachusetts  US,147 Pacocha Quay,Boston,Massachusetts,Suffolk County,25025,02132,42.34451341617994,-71.1331973159353,183257.74,381222.20,37663
c425f3cd-dd3e-4173-284b-f6b3b01e8b8d,1968-09-24,,999-23-4163,S99935469,X25988X,Mrs.,Rolanda823,Doris153,Frami345,,DuBuque211,W,white,nonhispanic,F,Fall River  Massachusetts  US,272 Toy Gateway,Boston,Massachusetts,Suffolk County,25025,02110,42.28411574612142,-71.07849993253268,19035.78,994155.94,12819
70716896-d19f-ff91-72b5-cd6255efd327,1979-03-06,,999-32-4898,S99915027,X86995358X,Mrs.,Ashanti808,,O'Reilly797,,Hudson301,M,white,nonhispanic,F,Brookline  Massachusetts  US,418 Bruen Bay Suite 1,Holliston,Massachusetts,Middlesex County,,00000,42.21890357732981,-71.47778000511745,288470.79,1208381.88,160653
8e163a80-3157-bd6f-1ad5-4dfaef56ff20,1990-02-16,,999-70-6699,S99961043,X66483407X,Mrs.,Shera199,Loreta61,Botsford977,,Schaefer657,M,white,nonhispanic,F,Fall River  Massachusetts  US,261 Sporer Brook Unit 90,Andover,Massachusetts,Essex County,25009,01810,42.661404598321454,-71.1809128721053,184067.80,368248.29,80042
1ead8711-e884-4824-f099-bff83e65197f,1952-07-15,,999-35-2268,S99917332,X35269836X,Mr.,Garrett899,Frederick289,Botsford977,,,M,white,hispanic,M,Amherst Center  Massachusetts  US,723 Stanton Hollow Suite 93,Wales,Massachusetts,Hampden County,,00000,42.04929954023418,-72.21143635043303,175669.76,55602.86,64238
0ffa2741-81f5-ee8d-3c73-061f761505e3,1991-03-13,,999-85-6871,S99971558,X32531494X,Ms.,Beata187,,Hyatt152,,,S,white,nonhispanic,F,Worcester  Massachusetts  US,648 Lakin Green,Haverhill,Massachusetts,Essex County,25009,01832,42.8328777080354,-71.0379633740292,146389.63,702692.11,543910
0cd124dc-e290-8d73-9eb7-f4ab0a77334b,1951-09-23,,999-59-9920,S99982595,X66390443X,Mr.,Salvador46,Filiberto722,Dare640,,,M,white,nonhispanic,M,Wellesley  Massachusetts  US,1094 Kub Parade Suite 75,Arlington,Massachusetts,Middlesex County,25017,02474,42.389681956613884,-71.19012541862465,190143.56,90605.71,47023
1c48abd7-d7ed-004c-9ea7-394937325d72,1959-09-19,,999-66-6832,S99910112,X27115639X,Mrs.,Alesia841,Marie754,Heller342,,Douglas31,M,white,nonhispanic,F,Leominster  Massachusetts  US,754 Ziemann Route Suite 90,Milford,Massachusetts,Worcester County,25027,01757,42.124125299545945,-71.49888540652125,186069.38,856510.40,66935
4c8b3564-af29-75d4-d835-47c56a2ba132,1948-01-31,,999-17-4077,S99999327,X85881047X,Mr.,Pasquale620,Louie190,Flatley871,,,M,white,nonhispanic,M,Taunton  Massachusetts  US,728 Nicolas Plaza,Reading,Massachusetts,Middlesex County,25017,01801,42.52432646212756,-71.06756174598,13406.19,187489.36,23252
80afb3cb-385f-7647-4ad0-94410d445093,2018-11-15,,999-58-1830,,,,Natalie960,Ruthanne627,Schinner682,,,,white,nonhispanic,F,North Attleborough  Massachusetts  US,907 Bode Crossroad,Chicopee,Massachusetts,Hampden County,25013,01020,42.15076737262084,-72.53730505424322,950.00,14010.45,15518
9c5419c9-ad52-2f7d-1e67-864d06743044,1934-11-17,1997-07-17,999-91-3598,S99984804,X25707131X,Mr.,Emmitt44,Amado512,Mayer370,,,W,white,nonhispanic,M,Franklin  Massachusetts  US,740 Schumm Lodge,Fall River,Massachusetts,Bristol County,25005,02724,41.692975755582395,-71.11469793463351,298003.19,15185.97,64046
b42b66aa-26eb-c27f-77da-a027046fa47f,1962-08-16,,999-74-7789,S99990999,X27829917X,Mr.,Tomas436,Collin529,Padberg411,,,M,white,nonhispanic,M,Barnstable  Massachusetts  US,318 Wolf Approach Suite 68,Middleborough,Massachusetts,Plymouth County,,00000,41.84087924563263,-70.91670860333002,154153.91,178717.81,72393
9e2b11c6-9fdb-6de2-fed5-8a1c4cfdf630,1948-02-13,,999-59-8695,S99954893,X22467647X,Mrs.,Kathleen516,Georgeanna785,Kemmer137,,Weimann465,M,white,nonhispanic,F,Milton  Massachusetts  US,328 Runte Branch,Monterey,Massachusetts,Berkshire County,,00000,42.13899419683911,-73.2614144227702,565565.70,214636.00,98276
0dfdf878-d881-2045-9a42-23680db30ea6,1965-10-21,,999-90-4569,S99988150,X8627559X,Mrs.,Erminia669,Marshall526,Bosco882,,Anderson154,M,white,nonhispanic,F,Lexington  Massachusetts  US,415 Cremin Light Apt 34,Blackstone,Massachusetts,Worcester County,,00000,42.08339658499861,-71.57688992163804,222432.42,616401.01,27706
399a8088-409e-8d6d-280d-97b165173cb9,1964-12-10,,999-79-2082,S99922186,X8533155X,Mrs.,Raelene218,,Kunze215,,Wiegand701,M,white,nonhispanic,F,Dennis  Massachusetts  US,880 Spinka Camp Suite 87,Wilmington,Massachusetts,Middlesex County,25017,01887,42.5819124546122,-71.17071963170359,274673.17,656887.52,252212
385d22c8-c835-0013-9398-10208d7ff06e,1988-11-02,,999-16-6915,S99991138,X365564X,Mrs.,Ching589,,Corwin846,,Anderson154,M,white,nonhispanic,F,New Bedford  Massachusetts  US,977 Ullrich Crossroad Unit 90,Arlington,Massachusetts,Middlesex County,25017,02476,42.38841864396035,-71.15549002685184,137418.73,505416.10,197075
748a0f5d-f414-7a55-9dfa-f290da482ea6,1955-02-24,,999-81-7370,S99977028,X7773239X,Mr.,Dirk334,,Jaskolski867,,,M,white,nonhispanic,M,Woburn  Massachusetts  US,432 Lemke Parade Unit 15,Marion Center,Massachusetts,Plymouth County,,00000,41.73190176402614,-70.76372066210865,146403.71,67852.91,188885
c123d656-c872-8bf3-9996-fbe4320221d6,1948-03-07,,999-30-4829,S99953369,X65478873X,Mrs.,Nubia715,Nola814,Lehner980,,Nikolaus26,M,asian,nonhispanic,F,Walpole  Massachusetts  US,813 Kuvalis Rapid,Sharon,Massachusetts,Norfolk County,25021,02067,42.1477963573984,-71.21959302782915,37549.69,1501540.87,14737
14029c17-1710-ebf8-7bfe-ce3c1e6c8ec2,1975-12-30,,999-83-5482,S99969062,X12274965X,Mrs.,Dulcie148,,Gibson10,,Carroll471,M,white,nonhispanic,F,Amherst Center  Massachusetts  US,100 Jacobs Stravenue Unit 66,Reading,Massachusetts,Middlesex County,25017,01867,42.55449733044297,-71.104539268107,140029.76,367548.27,179229
bf86bf71-660c-2c00-cbb6-ad7ced3db13a,1994-02-04,,999-42-3801,S99941830,X27152984X,Mr.,Herman763,Isreal8,Littel644,,,M,white,nonhispanic,M,Westfield  Massachusetts  US,227 Kuphal Trace,Waltham,Massachusetts,Middlesex County,25017,02451,42.42591564294276,-71.22354138539072,77962.23,5057.16,123840
2f653fb4-28bf-29b5-5db6-7cc69570800d,2025-05-02,,999-49-4406,,,,Anton902,Dino214,Parker433,,,,white,nonhispanic,M,Acushnet Center  Massachusetts  US,675 Johns Wynd,Cambridge,Massachusetts,Middlesex County,25017,02138,42.33759699881143,-71.05521495773229,5446.97,0.00,36419
d503b813-b456-1655-a7ee-cb0f5f62a718,2015-12-20,,999-16-1342,,,,Emanuel231,Pierre431,Wyman904,,,,white,nonhispanic,M,Boston  Massachusetts  US,115 Purdy Green,Framingham,Massachusetts,Middlesex County,25017,01702,42.253913013313316,-71.41372751061732,17164.63,17671.31,107980
be968315-0395-87ba-1102-53743cf4fca5,1996-03-20,,999-62-9760,S99999634,X1598619X,Mrs.,Cyndi533,Karena692,Pollich983,,Brekke496,M,white,nonhispanic,F,Marseille  Provence-Alpes-Cote d'Azur  FR,790 Sporer Junction,Sudbury,Massachusetts,Middlesex County,,00000,42.39597665846753,-71.37811557810775,148702.75,830854.04,54290
65994612-676e-dbd2-fba4-a339df7727c3,1961-05-18,,999-36-3393,S99956280,X32161668X,Mr.,Silas208,Florentino8,Beier427,,,M,hawaiian,nonhispanic,M,Woburn  Massachusetts  US,999 Monahan Frontage road Unit 62,Marblehead,Massachusetts,Essex County,25009,01945,42.52361679232113,-70.9054624879868,183330.35,81862.17,130012
0c8e982b-9fb3-d8b0-4917-8e0891098889,2017-08-30,,999-25-1215,,,,Brian582,Derek111,D'Amore443,,,,white,nonhispanic,M,Clinton  Massachusetts  US,528 Waelchi Skyway,North Attleborough,Massachusetts,Bristol County,,00000,41.99711562663146,-71.33163980785211,24126.38,0.00,113885
75df7e86-5cae-74fe-f32b-5111a105c7e0,1984-03-13,,999-13-4009,S99923847,X34088304X,Mrs.,Carman694,,Schneider199,,Quitzon246,M,white,nonhispanic,F,Springfield  Massachusetts  US,563 Sipes Mall,Malden,Massachusetts,Middlesex County,25017,02148,42.42060145476335,-71.13903007773507,154016.55,241360.55,197633
eda729b4-f363-12f7-5109-d19d51956add,1987-09-02,,999-26-6712,S99912539,X52923708X,Mr.,Herschel574,Henry768,Bradtke547,,,M,hawaiian,nonhispanic,M,Westford  Massachusetts  US,718 Hansen Ville Unit 86,Holyoke,Massachusetts,Hampden County,25013,01040,42.18492161226638,-72.62993751344166,83432.79,10340.99,43272
8a1bab17-d32a-1d71-ef82-ce5a89fae71f,2006-07-30,,999-55-1050,S99971968,,Mr.,Gil594,Nathanael908,Streich926,,,,white,nonhispanic,M,East Longmeadow  Massachusetts  US,284 Reinger Trail Suite 9,Wilbraham,Massachusetts,Hampden County,25013,01095,42.13811087024743,-72.450766497238,61405.06,4813.40,71032
bdec9d44-e4a0-809b-1beb-02c228ce1bfa,1994-11-05,,999-62-5574,S99995030,X7177079X,Mr.,Garry927,Raleigh478,Nikolaus26,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,1086 Purdy Parade,Westfield,Massachusetts,Hampden County,25013,01085,42.186615247399736,-72.75715592208147,6866.96,155978.59,17484
33835ea8-6440-179e-bbd6-7f27f192deba,1988-07-25,,999-52-4527,S99997828,X66248945X,Mrs.,Alisha974,Shela13,Kovacek682,,Kuhlman484,M,black,nonhispanic,F,Winchester  Massachusetts  US,422 Metz Stravenue Apt 57,Wayland,Massachusetts,Middlesex County,,00000,42.394403691364744,-71.32418410727485,661624.95,283303.43,60733
e6dc4cde-cfdb-e0f5-55de-c09132d53c06,1923-03-13,1992-02-10,999-49-4017,S99959824,X18883823X,Mr.,Micheal721,Leon728,Considine820,,,M,white,nonhispanic,M,Oxford  Massachusetts  US,752 Sipes Divide,Southbridge,Massachusetts,Worcester County,25027,01550,42.07926541276179,-72.0033120664458,176597.79,128938.02,30066
b14136cb-8166-9309-48fe-00967cd7e0a4,2001-06-15,,999-93-1489,S99956344,X55502294X,Ms.,Mercy752,Sang383,Halvorson124,,,,white,nonhispanic,F,Boston  Massachusetts  US,464 Mayer Annex Apt 53,Charlton,Massachusetts,Worcester County,,00000,42.17833590576464,-71.97318335149825,94660.05,103612.00,141965
e4d1d428-ed7a-ce9c-6b74-bdafc90a179c,1999-08-15,,999-57-2140,S99971178,X10330551X,Mr.,Gale827,Stanford577,Tromp100,,,,white,nonhispanic,M,Chicopee  Massachusetts  US,1041 Ferry Pathway,Chelsea,Massachusetts,Suffolk County,25017,02149,42.426169599588086,-70.99168472847164,5643.48,63069.86,16184
2b8304a3-6d29-fa5c-5f2e-336992ecfc3d,1995-04-19,,999-98-7599,S99998075,X83348734X,Mrs.,Mickie472,Maryanne663,Farrell962,,Fisher429,M,black,nonhispanic,F,Boston  Massachusetts  US,970 Rice Crossroad,Boston,Massachusetts,Suffolk County,25025,02116,42.29992624595707,-71.10306699295616,24074.92,1205538.07,15903
dd5ee8f7-30a5-bdd0-94f4-eb19553429ce,2010-02-06,,999-10-6411,S99919032,,,Candyce305,Love546,Harris789,,,,white,nonhispanic,F,Boston  Massachusetts  US,411 Feeney Lodge Apt 68,Braintree,Massachusetts,Norfolk County,25021,02184,42.230548420919206,-70.96232623080311,61388.40,0.00,37900
8ba87beb-eb2c-0861-0da4-92be4aab47da,1972-07-28,,999-53-5440,S99937729,X4561189X,Mr.,Ambrose149,Garfield38,Bashirian201,,,S,white,nonhispanic,M,Quincy  Massachusetts  US,1078 Wyman Byway Unit 56,Grafton,Massachusetts,Worcester County,,00000,42.24064937562837,-71.68853303979431,121272.79,3432.40,40329
